sub_num,trial_num,trial_type,relation1,relation2,pair1_word1,pair1_word2,pair2_word1,pair2_word2,rating,RT
124,51,within-subtype,7f,7f,prescription,patient,ribbon,winner,3,5620
124,52,between-subtype,5f,5h,hot,burn,heal,injured,4,8807
124,53,between-subtype,5h,5i,wash,soiled,iron,pressed,6,4728
124,54,between-subtype,2j,2c,criminal,lawfulness,book,chapter,6,4961
125,1,between-subtype,9h,9i,performance,applause,foot,sock,1,17367
125,2,between-subtype,10c,10f,seascape,ocean,bushes,trap,1,6774
125,3,between-subtype,3g,3b,canoe,kayak,love,adore,5,36428
125,4,between-subtype,7f,7e,award,winner,pay,debtor,3,9198
125,5,within-subtype,8b,8b,loneliness,socialize,pain,medicate,7,8205
125,6,between-subtype,2i,2d,worm,feet,hospital,patient,1,5621
125,7,within-subtype,1a,1a,vegetable,carrot,dog,chihuahua,7,18679
125,8,between-subtype,5f,5h,hot,burn,heal,injured,1,467753
125,9,between-subtype,2j,2c,criminal,lawfulness,book,chapter,2,5813
125,10,within-subtype,5b,5b,wooden,burned,fragrant,smelled,1,7710
125,11,attention check,,,coincidence,,knowledgeable,,1,19503
125,12,within-subtype,6b,6b,transparent,opaque,irreparable,fixed,7,19017
125,13,between-subtype,9b,9h,mine,coal,ingestion,digestion,1,6437
125,14,within-subtype,3d,3d,persuade,coerce,borrow,take,6,7375
125,15,between-type,6f,8g,fearless,hide,calculator,add,1,6711
125,16,within-subtype,4e,4e,windy,calm,free,imprisoned,7,8398
125,17,within-subtype,9c,9c,church,prayer,laboratory,experimenting,7,4869
125,18,between-subtype,5c,5d,psychotic,insanity,emotional,turmoil,4,6853
125,19,between-subtype,5h,5i,wash,soiled,iron,pressed,1,8854
125,20,within-subtype,6h,6h,polish,tarnished,dress,naked,7,12038
125,21,between-subtype,7f,7c,receipt,customer,pitcher,baseball,2,12190
125,22,attention check,,,representations,,simultaneously,,1,7707
125,23,within-subtype,5a,5a,bigot,hateful,pillow,soft,7,6474
125,24,within-subtype,2a,2a,dog,tail,fish,fin,7,4739
125,25,between-subtype,8c,8d,chemical,firework,burnish,shine,1,37806
125,26,within-subtype,2g,2g,sock,thread,team,players,7,7516
125,27,between-subtype,5h,5i,comfort,hurting,fire,burnt,1,8477
125,28,between-subtype,9i,9d,neck,necklace,war,weapon,5,10103
125,29,within-subtype,7h,7h,conductor,baton,queen,throne,6,7374
125,30,between-type,8a,2e,workout,sweat,showering,soaping,5,13853
125,31,within-subtype,5a,5a,murderer,evil,water,wet,6,6254
125,32,within-subtype,6d,6d,christian,atheist,invincible,defeated,7,6100
125,33,attention check,,,hummingbird,,hummingbird,,7,7670
125,34,between-type,9h,1a,narrative,epilogue,animal,pig,3,8720
125,35,between-subtype,9a,9b,abbey,nun,restaurant,food,6,10271
125,36,between-type,2e,9f,therapy,talking,spring,breeze,1,9278
125,37,between-subtype,4a,4h,cold,warm,infertility,reproduction,6,5693
125,38,within-subtype,4a,4a,hot,cold,young,old,7,8781
125,39,between-subtype,5h,5a,drop,slippery,sunburn,painful,1,16558
125,40,within-subtype,2d,2d,zoo,animal,carnival,rides,7,4542
125,41,within-subtype,10d,10d,strategy,victory,choreography,performance,6,5542
125,42,within-subtype,6g,6g,perseverate,quickly,whisper,loudly,7,15285
125,43,between-subtype,9a,9c,closet,clothing,kitchen,cooking,3,8525
125,44,attention check,,,anthropologist,,anthropologist,,7,9130
125,45,between-subtype,5c,5a,pacifist,peace,blanket,soft,2,16471
125,46,between-subtype,5d,5a,illogical,confusion,tycoon,wealthy,4,9200
125,47,between-subtype,3f,3b,tent,house,happiness,joy,5,8277
125,48,within-subtype,9e,9e,bank,river,baseboard,wall,7,10325
125,49,between-type,9c,8f,church,worship,automobile,transportation,1,8111
125,50,within-subtype,7f,7f,donation,charity,certificate,teacher,7,11533
125,51,between-subtype,8g,8c,lotion,moisturize,bulb,flashlight,1,7062
125,52,within-subtype,8h,8h,knowledge,ignorance,money,poverty,7,4967
125,53,within-subtype,7f,7f,prescription,patient,ribbon,winner,7,8749
125,54,between-type,2a,6c,movie,scene,slavery,freedom,1,9366
126,1,within-subtype,8h,8h,sun,darkness,immunization,disease,1,12267
126,2,between-subtype,2h,2a,scholar,books,dog,tail,2,7961
126,3,within-subtype,3c,3c,angry,enraged,breathe,hyperventilate,7,12899
126,4,between-subtype,10b,10a,yawn,boredom,license,permission,2,16090
126,5,between-subtype,7f,7e,check,employee,lecture,child,4,10114
126,6,between-subtype,5i,5h,fire,burnt,comfort,hurting,1,6460
126,7,between-type,7d,4f,donate,charity,rage,happiness,1,5114
126,8,between-subtype,2h,2a,bird,feathers,dog,tail,7,5019
126,9,between-type,2g,5g,meal,food,withdrawal,timid,1,6750
126,10,within-subtype,10a,10a,wrinkle,age,cross,faith,4,13587
126,11,attention check,,,representations,,simultaneously,,1,11168
126,12,between-subtype,5d,5e,angry,belligerence,baby,cry,7,20214
126,13,within-subtype,8b,8b,pain,medicate,loneliness,socialize,7,6035
126,14,between-subtype,5e,5g,dynamite,explode,excitement,happy,4,8155
126,15,within-subtype,3a,3a,raise,elevate,house,dwelling,7,5405
126,16,within-subtype,5a,5a,diamond,shiny,mogul,wealth,5,10025
126,17,between-subtype,9g,9a,senescence,cane,aquarium,fish,1,25962
126,18,within-subtype,10c,10c,recording,sound,signature,acknowledgment,6,7778
126,19,within-subtype,5a,5a,water,wet,murderer,evil,4,7949
126,20,between-subtype,7c,7g,surgeon,scalpel,carpet,vacuum,7,14980
126,21,between-type,8f,5c,punch,pain,ice,cold,7,7122
126,22,attention check,,,hummingbird,,hummingbird,,7,5377
126,23,within-subtype,4g,4g,bright,dark,smiling,sad,7,5052
126,24,between-subtype,1d,1e,birds,crows,city,Dallas,7,6579
126,25,within-subtype,1b,1b,garment,skirt,artwork,sculpture,7,7460
126,26,between-type,6c,2a,slavery,freedom,movie,scene,1,7517
126,27,between-type,4f,10c,disastrous,peaceful,recording,sound,1,5134
126,28,within-subtype,8f,8f,hug,comfort,medicine,recovery,7,4897
126,29,between-subtype,6e,6a,confidant,betray,love,hating,7,5324
126,30,within-subtype,9d,9d,kitchen,oven,laboratory,reagents,7,5073
126,31,between-subtype,4e,4f,perplexed,certain,sterile,dirty,7,5393
126,32,within-subtype,7d,7d,sweep,floor,clean,house,7,5468
126,33,attention check,,,anthropologist,,anthropologist,,7,4301
126,34,between-subtype,6h,6g,wash,dirty,speed,slowly,7,7510
126,35,within-subtype,8h,8h,sunscreen,burns,moisturize,dryness,7,9289
126,36,within-subtype,7e,7e,preach,disciple,perform,audience,7,11195
126,37,between-subtype,8b,8f,sadness,cry,food,nourishment,5,12205
126,38,within-subtype,7e,7e,instruct,subordinate,inspire,follower,7,4842
126,39,within-subtype,9h,9h,introduction,conclusion,narrative,epilogue,3,13700
126,40,between-subtype,5e,5g,rabbit,hop,laugh,happy,7,8811
126,41,between-subtype,3d,3b,exaggerate,lie,ennui,boredom,7,25243
126,42,within-subtype,9f,9f,infancy,teething,autumn,equinox,5,7732
126,43,within-subtype,9b,9b,theater,play,kitchen,food,7,9626
126,44,attention check,,,coincidence,,knowledgeable,,1,4224
126,45,between-type,7b,8d,salesperson,customer,shoot,kill,5,10866
126,46,between-subtype,2i,2g,bird,lips,wall,bricks,1,5724
126,47,between-subtype,8d,8e,breathe,live,athlete,medal,4,7124
126,48,between-subtype,4g,4h,fun,boring,leukemia,blood,1,5566
126,49,within-subtype,3b,3b,jog,run,affection,love,7,8224
126,50,between-subtype,8d,8c,burnish,shine,chemical,firework,2,5427
126,51,between-subtype,7a,7c,florist,flowers,writer,pen,7,6081
126,52,within-subtype,5f,5f,golden,gleam,round,roll,6,7668
126,53,within-subtype,6c,6c,deceit,truth,depression,joy,7,5202
126,54,between-subtype,8c,8h,electricity,lamp,fungicide,fungus,4,10537
127,1,within-subtype,2h,2h,mother,children,words,letters,3,8760
127,2,within-subtype,2a,2a,dog,tail,flashlight,bulb,1,8624
127,3,within-subtype,7f,7f,gift,recipient,award,winner,5,4747
127,4,between-subtype,9d,9e,church,pew,edge,cliff,1,5764
127,5,within-subtype,7f,7f,education,student,medal,hero,3,4482
127,6,between-subtype,5e,5c,tree,grow,idiot,stupidity,1,4997
127,7,within-subtype,7h,7h,charity,donations,marriage,license,2,9113
127,8,between-subtype,2g,2j,cocktail,alcohol,butterfly,cocoon,1,39126
127,9,between-subtype,3d,3h,hurt,kill,acceleration,speed,1,5628
127,10,within-subtype,9g,9g,adult,job,adulthood,job,4,5602
127,11,attention check,,,representations,,simultaneously,,1,5307
127,12,within-subtype,7a,7a,poet,words,blacksmith,iron,3,6886
127,13,between-subtype,8d,8b,bathe,clean,dirty,bathe,1,5563
127,14,between-subtype,9c,9h,library,studying,title,story,1,4512
127,15,between-subtype,9h,9a,meal,dessert,supermarket,groceries,1,6448
127,16,between-subtype,7g,7h,paper,pencil,doctor,phd,2,6200
127,17,between-type,6b,4e,incomprehensible,understood,tedious,interesting,3,4653
127,18,between-subtype,1e,1a,prince,Charles,appliance,refrigerator,1,6030
127,19,within-subtype,10c,10c,signature,acknowledgment,recording,sound,3,5536
127,20,between-subtype,2j,2e,husband,bachelorhood,cooking,chopping,2,5363
127,21,within-subtype,6h,6h,groom,unkempt,teach,ignorant,3,5206
127,22,attention check,,,anthropologist,,anthropologist,,7,6732
127,23,between-subtype,5c,5d,scholar,intelligence,lethargic,fatigue,3,8002
127,24,within-subtype,5d,5d,pensive,thought,lazy,indolence,2,3921
127,25,between-type,6h,4e,clean,messy,old,young,3,4420
127,26,within-subtype,9d,9d,laboratory,reagents,kitchen,oven,1,5395
127,27,within-subtype,2b,2b,band,musician,school,fish,6,4590
127,28,between-subtype,8e,8d,athlete,medal,breathe,live,1,6263
127,29,between-subtype,9e,9a,ditch,road,cupboard,dishes,3,7069
127,30,between-subtype,7a,7h,artist,paint,insured,policy,1,4669
127,31,between-type,2f,7d,tree,root,brush,teeth,1,4912
127,32,between-subtype,9g,9c,toddler,walking,bar,drinking,1,5041
127,33,attention check,,,hummingbird,,hummingbird,,7,4204
127,34,between-subtype,9c,9d,bar,drinking,sew,needle,1,6555
127,35,within-subtype,4c,4c,abandon,embrace,attract,repel,6,7233
127,36,within-subtype,3a,3a,pants,trousers,boat,ship,2,4840
127,37,between-type,5c,8f,ice,cold,punch,pain,3,5257
127,38,between-subtype,8a,8g,sweating,odor,shovel,dig,2,4868
127,39,within-subtype,5g,5g,sprint,fast,insult,unkind,1,4149
127,40,within-subtype,5d,5d,pensive,thought,mad,anger,3,4835
127,41,between-subtype,9h,9f,text,index,birthday,celebration,1,4439
127,42,within-subtype,7d,7d,row,boat,clean,house,7,4358
127,43,within-subtype,4h,4h,pimple,skin,miscarriage,pregnancy,2,6322
127,44,attention check,,,coincidence,,knowledgeable,,1,4351
127,45,between-subtype,6b,6a,irreparable,fixed,rainbow,monochromatic,3,5001
127,46,within-subtype,3h,3h,waning,sunlight,terror,fear,2,5037
127,47,within-subtype,9h,9h,narrative,epilogue,introduction,conclusion,6,5271
127,48,within-subtype,1d,1d,clothes,blouses,clothes,shirts,5,4919
127,49,between-subtype,1e,1c,lake,Erie,fish,trout,1,4792
127,50,within-subtype,6c,6c,dirt,cleanliness,sage,ignorance,3,4282
127,51,between-type,10a,7h,shriek,panic,adoptee,certificate,1,6360
127,52,between-type,2g,5i,lawn,grass,divide,parts,1,6432
127,53,between-subtype,8f,8g,fire,warmth,knife,cut,2,4576
127,54,between-subtype,1b,1e,clothing,sock,ocean,Indian,4,4845
128,1,between-subtype,9b,9e,uterus,baby,stream,bank,6,15213
128,2,within-subtype,6d,6d,childish,mature,christian,atheist,7,8067
128,3,between-subtype,5i,5c,heat,warm,invalid,sickness,1,13557
128,4,between-subtype,8d,8a,drink,hydrate,explosion,damage,6,14577
128,5,between-subtype,5f,5h,generous,give,drop,slippery,2,20867
128,6,between-subtype,6d,6g,full,empty,stare,intermittently,1,14438
128,7,between-type,5f,7g,round,roll,criminal,handcuffs,4,14023
128,8,within-subtype,5c,5c,psychotic,insanity,ice,cold,6,18968
128,9,within-subtype,3h,3h,flood,water,silence,noise,1,13013
128,10,within-subtype,2j,2j,widow,husband,retiree,job,7,7408
128,11,attention check,,,representations,,simultaneously,,1,18806
128,12,between-type,4b,3d,bright,dark,chat,gossip,2,19120
128,13,between-type,9i,2j,tree,branch,divorcee,husband,1,18403
128,14,within-subtype,3c,3c,wet,saturated,nudging,shoving,5,16678
128,15,between-subtype,6b,6e,wealthy,poor,pessimist,hope,1,23948
128,16,between-subtype,9b,9f,mill,flour,winter,snow,4,22578
128,17,between-subtype,6a,6b,darkness,light,immovable,shaken,4,13743
128,18,between-subtype,3a,3c,house,home,hunger,starvation,7,17489
128,19,within-subtype,3h,3h,dim,light,darken,color,6,24898
128,20,within-subtype,2f,2f,ship,deck,river,delta,6,15883
128,21,within-subtype,6c,6c,sage,ignorance,novice,experience,1,12038
128,22,attention check,,,coincidence,,knowledgeable,,1,12784
128,23,between-type,5e,1b,sun,shine,clothing,shirt,4,19648
128,24,between-subtype,8c,8b,battery,phone,disease,medicate,1,24583
128,25,within-subtype,3g,3g,almond,pecan,salt,pepper,4,7083
128,26,between-subtype,10c,10b,replica,artwork,kiss,love,2,12693
128,27,within-subtype,8b,8b,anger,yell,thirsty,drink,7,5228
128,28,between-subtype,6b,6h,dead,revived,teach,ignorant,1,8883
128,29,between-subtype,9d,9i,war,weapon,hands,gloves,6,19583
128,30,between-subtype,10d,10c,prescription,medication,documentary,event,1,20122
128,31,between-subtype,5i,5h,divide,parts,repair,broken,1,14547
128,32,between-type,6g,7h,lie,honestly,teacher,certificate,1,14623
128,33,attention check,,,anthropologist,,anthropologist,,7,10675
128,34,between-subtype,8c,8b,battery,flashlight,coldness,shiver,6,16336
128,35,within-subtype,7a,7a,blacksmith,iron,spinner,yarn,7,13612
128,36,between-type,4e,6h,old,young,clean,messy,2,14846
128,37,between-subtype,5i,5g,eat,satisfaction,withdrawal,timid,1,20438
128,38,within-subtype,3c,3c,hot,burning,angry,enraged,6,51003
128,39,within-subtype,7g,7g,clothes,iron,paper,pencil,5,10258
128,40,within-subtype,7g,7g,hair,brush,wall,paint,6,6733
128,41,within-subtype,6b,6b,invulnerable,harmed,impermeable,penetrated,7,7913
128,42,between-subtype,9h,9b,ingestion,digestion,lake,fishing,1,11982
128,43,between-subtype,6f,6b,cheerful,repine,impermeable,penetrated,5,9703
128,44,attention check,,,hummingbird,,hummingbird,,7,4785
128,45,between-subtype,3b,3e,giggle,laugh,seedling,tree,5,9829
128,46,within-subtype,2a,2a,clock,hand,shoe,sole,6,13138
128,47,within-subtype,7a,7a,designer,fashions,chef,ingredients,5,9868
128,48,within-subtype,2g,2g,team,players,sock,thread,7,18292
128,49,between-subtype,5a,5i,pillow,soft,smash,flat,4,17498
128,50,within-subtype,10e,10e,anatomy,body,anatomy,bodies,4,14648
128,51,within-subtype,1e,1e,ocean,Pacific,university,Yale,7,6732
128,52,between-subtype,3h,3d,force,pressure,push,shove,6,12933
128,53,within-subtype,4h,4h,miscarriage,pregnancy,chip,porcelain,5,10053
128,54,within-subtype,6a,6a,tidy,messy,solid,liquid,5,9138
129,1,between-subtype,1a,1c,dog,chihuahua,mammal,gorilla,5,19141
129,2,within-subtype,3h,3h,rise,tide,flood,water,2,22414
129,3,between-subtype,10a,10b,license,permission,yawn,boredom,2,12730
129,4,between-subtype,9e,9g,guardrail,highway,senescence,cane,2,23444
129,5,within-subtype,4d,4d,rise,sink,under,over,5,11357
129,6,between-subtype,6b,6a,immovable,shaken,darkness,light,3,5515
129,7,between-subtype,5g,5i,withdrawal,timid,eat,satisfaction,1,12382
129,8,between-subtype,6h,6a,fill,empty,object,intangible,2,5843
129,9,within-subtype,9d,9d,office,telephone,office,computer,7,5939
129,10,between-subtype,8c,8b,monitor,computer,dirty,bathe,2,5501
129,11,attention check,,,coincidence,,knowledgeable,,1,11053
129,12,between-subtype,6a,6h,careful,reckless,destroy,alive,2,9449
129,13,within-subtype,1a,1a,bird,robin,bush,azalea,7,4257
129,14,between-type,7h,6g,teacher,certificate,lie,honestly,1,5817
129,15,between-subtype,4f,4e,sterile,dirty,perplexed,certain,7,4884
129,16,within-subtype,5c,5c,ice,cold,psychotic,insanity,6,6570
129,17,within-subtype,7d,7d,write,paper,mend,clothing,6,4934
129,18,between-subtype,9h,9i,arrest,trial,foot,shoe,2,4689
129,19,between-subtype,4d,4g,forward,backward,low,up,7,4355
129,20,between-subtype,5h,5f,drop,slippery,generous,give,1,8795
129,21,between-subtype,5g,5d,insult,unkind,illogical,confusion,4,9596
129,22,attention check,,,anthropologist,,anthropologist,,7,5269
129,23,between-type,2b,3e,class,student,child,adult,1,7707
129,24,within-subtype,5e,5e,tree,grow,boxer,fight,6,4655
129,25,between-type,4g,6d,bright,dull,elderly,youth,6,4533
129,26,between-subtype,5c,5i,invalid,sickness,heat,warm,3,6831
129,27,between-type,9h,3d,previews,movie,negotiate,blackmail,2,11125
129,28,within-subtype,8h,8h,immunization,disease,sun,darkness,2,5068
129,29,within-subtype,3c,3c,nudging,shoving,wet,saturated,7,4759
129,30,within-subtype,9e,9e,margin,paper,edge,cliff,6,6152
129,31,between-type,4e,1a,perplexed,certain,rodent,mouse,1,4193
129,32,between-subtype,5i,5a,sand,smooth,water,wet,6,4477
129,33,attention check,,,hummingbird,,hummingbird,,7,4843
129,34,within-subtype,6h,6h,cure,disease,teach,ignorant,5,7199
129,35,between-subtype,4f,4e,earsplitting,quiet,evil,good,7,4179
129,36,between-subtype,6c,6a,anxiety,contentedness,object,intangible,2,7895
129,37,within-subtype,3g,3g,male,female,rooster,hen,7,7309
129,38,between-subtype,6g,6h,speed,slowly,wash,dirty,5,16404
129,39,within-subtype,7e,7e,pay,debtor,preach,parishioner,6,4925
129,40,within-subtype,9g,9g,morning,sunrise,elderly,retirement,6,8486
129,41,between-subtype,10f,10e,curtain,window,anthropology,people,3,4515
129,42,between-subtype,2a,2d,house,room,restaurant,chef,4,6551
129,43,within-subtype,2f,2f,river,delta,ship,deck,5,4555
129,44,attention check,,,representations,,simultaneously,,1,4905
129,45,within-subtype,6g,6g,stare,intermittently,insult,kindly,2,5169
129,46,within-subtype,8b,8b,tiredness,rest,loneliness,socialize,7,4729
129,47,within-subtype,5f,5f,round,roll,golden,gleam,2,4728
129,48,within-subtype,4e,4e,old,young,thin,chubby,7,4332
129,49,within-subtype,5d,5d,pensive,thought,drunk,intoxication,5,11185
129,50,between-type,6a,7h,heat,cold,wife,ring,1,6240
129,51,within-subtype,7b,7b,accountant,taxpayer,parent,child,5,4678
129,52,between-subtype,7g,7c,carpet,vacuum,surgeon,scalpel,2,5058
129,53,between-subtype,6g,6h,hurry,lazily,discourage,confident,6,7153
129,54,within-subtype,7g,7g,paper,pencil,clothes,iron,7,5340
130,1,within-subtype,7e,7e,inspire,follower,instruct,subordinate,2,10821
130,2,within-subtype,4h,4h,gap,teeth,deafness,hearing,2,8004
130,3,between-type,1c,6h,container,jug,sand,rough,3,5843
130,4,between-type,6c,1c,deceit,truth,beverage,water,5,6658
130,5,between-subtype,2g,2i,wall,bricks,bird,lips,1,5916
130,6,between-type,2j,9i,divorcee,husband,tree,branch,5,5370
130,7,within-subtype,8c,8c,mouse,computer,remote,tv,3,6545
130,8,between-subtype,2h,2b,bird,feathers,class,student,5,5359
130,9,within-subtype,6f,6f,exhausted,run,angry,smile,1,6973
130,10,between-subtype,3c,3a,worried,frantic,cellphone,mobile,6,6053
130,11,attention check,,,hummingbird,,hummingbird,,7,19664
130,12,within-subtype,1e,1e,planet,Earth,city,Memphis,6,5708
130,13,between-subtype,6e,6b,pessimist,hope,wealthy,poor,1,5306
130,14,within-subtype,3h,3h,darken,color,dim,light,3,7510
130,15,between-subtype,2a,2j,bicycle,wheel,prostitute,virginity,1,6796
130,16,between-subtype,2i,2c,unemployed,job,book,page,5,7692
130,17,between-subtype,6a,6e,love,hating,confidant,betray,2,8100
130,18,within-subtype,8f,8f,food,nourishment,automobile,transportation,6,8553
130,19,within-subtype,1e,1e,university,Yale,ocean,Pacific,6,17492
130,20,within-subtype,3e,3e,puppy,dog,associate,partner,5,8633
130,21,between-subtype,5f,5d,hot,burn,provocative,controversy,4,8036
130,22,attention check,,,anthropologist,,anthropologist,,7,6287
130,23,between-subtype,8e,8h,addict,fix,antibiotic,infection,3,8264
130,24,between-type,7g,5f,criminal,handcuffs,round,roll,3,18298
130,25,between-subtype,9e,9g,margin,page,youth,backpack,2,5426
130,26,within-subtype,8h,8h,rest,exhaustion,locks,theft,3,6053
130,27,within-subtype,3h,3h,acceleration,speed,flood,water,6,8163
130,28,within-subtype,9h,9h,performance,applause,preview,movie,5,5692
130,29,between-subtype,9f,9b,winter,snow,mill,flour,3,5816
130,30,between-subtype,2i,2f,jesus,sins,automobile,trunk,5,8683
130,31,between-subtype,9c,9h,pool,swimming,question,answer,1,7809
130,32,between-subtype,4d,4h,under,over,tumor,body,2,6726
130,33,attention check,,,representations,,simultaneously,,7,5770
130,34,within-subtype,2c,2c,book,pages,book,chapters,5,5744
130,35,within-subtype,2j,2j,miscarriage,fetus,adult,childhood,2,65308
130,36,within-subtype,5e,5e,baby,cry,fire,burn,5,6077
130,37,within-subtype,8b,8b,thirsty,drink,anger,yell,5,4765
130,38,between-subtype,4g,4d,fun,reserved,forward,backward,2,7542
130,39,between-subtype,10b,10c,kiss,love,replica,artwork,5,6818
130,40,between-type,4f,10c,freezing,warm,crown,king,5,5428
130,41,within-subtype,7d,7d,cook,food,paint,canvas,5,4849
130,42,between-subtype,6h,6b,teach,ignorant,dead,revived,1,6202
130,43,between-subtype,2b,2j,herd,elephant,divorcee,marriage,2,7349
130,44,attention check,,,coincidence,,knowledgeable,,7,5322
130,45,between-subtype,2b,2i,arsenal,weapons,ocean,dryness,1,7232
130,46,between-type,8d,7b,shoot,kill,salesperson,customer,1,8319
130,47,within-subtype,8c,8c,wood,fireplace,battery,phone,1,6473
130,48,between-subtype,5h,5a,help,helpless,paper,flimsy,2,6348
130,49,within-subtype,4h,4h,gap,teeth,pimple,skin,3,5782
130,50,within-subtype,4h,4h,chip,porcelain,miscarriage,pregnancy,3,9635
130,51,between-subtype,6a,6f,ecstasy,sad,awake,sleep,1,12750
130,52,between-subtype,5g,5e,excitement,happy,dynamite,explode,6,7050
130,53,within-subtype,2g,2g,atmosphere,gas,wine,alcohol,5,6609
130,54,within-subtype,4f,4f,ancient,modern,miniscule,big,1,6029
131,1,within-subtype,3g,3g,rooster,hen,male,female,7,13193
131,2,between-subtype,3b,3c,silt,sediment,angry,enraged,1,6627
131,3,within-subtype,7b,7b,parent,child,accountant,taxpayer,1,12030
131,4,within-subtype,2a,2a,flashlight,bulb,dog,tail,5,9359
131,5,between-subtype,5a,5h,paper,flimsy,help,helpless,3,12255
131,6,within-subtype,5g,5g,withdrawal,timid,kissing,loving,3,9667
131,7,between-subtype,6a,6d,careful,reckless,plump,thinness,7,13520
131,8,within-subtype,8d,8d,wash,clean,buy,own,5,16796
131,9,between-subtype,6h,6d,clean,messy,whole,broken,6,52830
131,10,within-subtype,5c,5c,winner,victory,pacifist,peace,5,15301
131,11,attention check,,,coincidence,,knowledgeable,,1,38261
131,12,between-subtype,3h,3f,goal,score,ladder,stairs,3,39829
131,13,within-subtype,1b,1b,preservative,salt,dish,plate,4,5784
131,14,between-subtype,5d,5c,lethargic,fatigue,scholar,intelligence,5,9037
131,15,between-type,1a,4e,rodent,mouse,perplexed,certain,1,7047
131,16,between-subtype,5d,5g,illogical,confusion,insult,unkind,2,11539
131,17,within-subtype,10d,10d,choreography,performance,map,journey,5,14377
131,18,within-subtype,10f,10f,wrapper,package,hat,hair,2,9235
131,19,within-subtype,9i,9i,feet,shoes,axle,wheel,5,8888
131,20,within-subtype,5f,5f,golden,gleam,cowardly,surrender,5,5769
131,21,between-type,6h,7b,repair,damaged,salesperson,buyer,6,9105
131,22,attention check,,,representations,,simultaneously,,1,10651
131,23,between-subtype,9d,9i,war,weapon,neck,necklace,6,6709
131,24,within-subtype,2g,2g,wine,alcohol,atmosphere,gas,6,4766
131,25,between-type,3c,4e,wet,saturated,tall,short,1,10221
131,26,between-subtype,3h,3e,heat,temperature,child,adult,1,5170
131,27,between-subtype,5f,5d,sturdy,strong,happy,contentment,6,5130
131,28,between-subtype,3b,3g,love,adore,canoe,kayak,6,7403
131,29,between-subtype,2c,2j,book,chapter,criminal,lawfulness,1,7671
131,30,between-subtype,4g,4d,low,up,forward,backward,6,20528
131,31,within-subtype,10f,10f,curtain,window,bushes,trap,5,6715
131,32,between-subtype,8a,8d,injury,pain,sleep,rest,4,6163
131,33,attention check,,,anthropologist,,anthropologist,,7,7289
131,34,between-subtype,5d,5f,provocative,controversy,hot,burn,4,35721
131,35,within-subtype,5a,5a,sunburn,painful,fire,heat,6,6401
131,36,between-subtype,2i,2d,desert,evergreen,funeral,corpse,2,11079
131,37,within-subtype,10b,10b,kiss,love,tears,sadness,6,5946
131,38,within-subtype,9g,9g,adulthood,job,adult,job,5,13769
131,39,between-subtype,2i,2b,desert,water,band,musician,4,8406
131,40,within-subtype,4e,4e,precise,clumsy,tall,short,6,13191
131,41,between-subtype,5g,5f,hit,aggressive,dense,sink,2,12905
131,42,within-subtype,1e,1e,lake,Michigan,state,Virginia,7,9106
131,43,within-subtype,3h,3h,darken,color,decrescendo,sound,3,9330
131,44,attention check,,,hummingbird,,hummingbird,,7,4260
131,45,within-subtype,7a,7a,florist,flowers,butcher,meat,7,6218
131,46,between-subtype,9f,9h,birthday,celebration,text,index,2,12567
131,47,within-subtype,6d,6d,invincible,defeated,christian,atheist,6,7450
131,48,between-subtype,2j,2g,butterfly,cocoon,cocktail,alcohol,5,9677
131,49,between-subtype,2f,2h,supermarket,aisle,bird,feathers,7,5915
131,50,between-type,8d,4f,speak,communicate,catastrophic,beneficial,2,8350
131,51,between-type,9f,6c,summer,vacation,drought,water,2,7142
131,52,within-subtype,9e,9e,baseboard,wall,bank,river,3,9792
131,53,between-type,6d,4g,elderly,youth,bright,dull,3,9508
131,54,between-subtype,8f,8d,glue,adhesion,shoot,kill,4,12481
132,1,between-subtype,9b,9d,dairy,milk,kitchen,pot,6,11918
132,2,within-subtype,7e,7e,perform,audience,preach,disciple,2,10048
132,3,within-subtype,9b,9b,mine,coal,dairy,milk,1,7122
132,4,between-subtype,3f,3c,pillow,cushion,breathing,hyperventilating,6,8901
132,5,between-subtype,6h,6c,repair,damaged,famine,food,1,10499
132,6,within-subtype,2e,2e,knitting,purling,cooking,peeling,4,6300
132,7,between-subtype,5c,5f,ice,cold,unstable,fall,2,9725
132,8,between-subtype,4g,4a,hard,simple,rich,poor,6,5439
132,9,between-subtype,2g,2e,atmosphere,gas,cooking,frying,1,5871
132,10,between-type,10c,4f,recording,sound,disastrous,peaceful,1,9531
132,11,attention check,,,anthropologist,,anthropologist,,7,14534
132,12,within-subtype,6c,6c,novice,experience,sage,ignorance,6,6934
132,13,within-subtype,10f,10f,bushes,trap,curtain,window,7,6154
132,14,between-subtype,5f,5g,buoyant,float,paint,artistic,2,6749
132,15,between-subtype,9i,9a,cloth,stitch,zoo,animals,5,8310
132,16,between-subtype,3c,3a,hunger,starvation,house,home,1,6882
132,17,between-subtype,2i,2h,famine,food,scholar,books,1,7795
132,18,within-subtype,2g,2g,bread,flour,lawn,grass,5,9681
132,19,between-subtype,10c,10d,documentary,event,prescription,medication,4,10416
132,20,between-subtype,6e,6b,immortal,die,inexorable,halted,4,10134
132,21,within-subtype,4e,4e,tall,short,precise,clumsy,7,5733
132,22,attention check,,,hummingbird,,hummingbird,,7,5735
132,23,between-subtype,5c,5i,child,youth,exercise,fatigue,1,6402
